image_name,EXPECTED_QUANTITY,asin_1,height_1,length_1,name_1,normalizedName_1,quantity_1,weight_1,width_1,asin_2,height_2,length_2,name_2,normalizedName_2,quantity_2,weight_2,width_2,asin_3,height_3,length_3,name_3,normalizedName_3,quantity_3,weight_3,width_3,asin_4,height_4,length_4,name_4,normalizedName_4,quantity_4,weight_4,width_4
00084,1,B00SV2OP9Q,6.299999993574,12.399999987352,3-Blade Vegetable Spiralizer - Includes FREE Spiralizer Recipes Booklet NOT eBook - Precision Kitchenware,3-Blade Vegetable Spiralizer - Includes FREE Spiralizer Recipes Booklet NOT eBook - Precision Kitchenware,1,2.7999999976519456,9.199999990616,,,,,,,,,,,,,,,,,,,,,,,,
00085,3,B0030ZEGDY,1.3385826758,7.4015747956,"Banana Boat Sport Performance Lotion Sunscreens with PowerStay Technology SPF 30, 8 Ounces","Banana Boat Sport Performance Lotion Sunscreens with PowerStay Technology SPF 30, 8 Ounces",2,0.3968280213493476,1.968503935,B00SV2OP9Q,6.299999993574,12.399999987352,3-Blade Vegetable Spiralizer - Includes FREE Spiralizer Recipes Booklet NOT eBook - Precision Kitchenware,3-Blade Vegetable Spiralizer - Includes FREE Spiralizer Recipes Booklet NOT eBook - Precision Kitchenware,1,2.7999999976519456,9.199999990616,,,,,,,,,,,,,,,,
00086,1,B00SV2OP9Q,6.299999993574,12.399999987352,3-Blade Vegetable Spiralizer - Includes FREE Spiralizer Recipes Booklet NOT eBook - Precision Kitchenware,3-Blade Vegetable Spiralizer - Includes FREE Spiralizer Recipes Booklet NOT eBook - Precision Kitchenware,1,2.7999999976519456,9.199999990616,,,,,,,,,,,,,,,,,,,,,,,,
00093,7,B001MKR4Y2,0.49999999949,17.399999982252,"Johnson Rose Wooden Spoon, 18 Inch Long - 1 Each","Johnson Rose Wooden Spoon, 18 Inch Long - 1 Each",1,0.09999999991614096,1.599999998368,B00BZBQ0ZW,6.099999993778,12.099999987657998,Giant Puzz 3D - Empire State Building,Giant Puzz 3D - Empire State Building,1,1.5,9.9999999898,B01ESRWRUG,0.49999999949,16.99999998266,PASTRY BAG - 100 PIECES - Disposable Cake / Cupcake Decorating Piping Icing Bags Set - Large 16 Inch High Quality and Easy to Grip - For Baking Supplies - by Auntie Sue Bakeware,PASTRY BAG - 100 PIECES - Disposable Cake / Cupcake Decorating Piping Icing Bags Set - Large 16 Inch High Quality and Easy to Grip - For Baking Supplies - by Auntie Sue Bakeware,5,0.09999999991614096,10.49999998929,,,,,,,,
00094,6,B001MKR4Y2,0.49999999949,17.399999982252,"Johnson Rose Wooden Spoon, 18 Inch Long - 1 Each","Johnson Rose Wooden Spoon, 18 Inch Long - 1 Each",1,0.09999999991614096,1.599999998368,B01ESRWRUG,0.49999999949,16.99999998266,PASTRY BAG - 100 PIECES - Disposable Cake / Cupcake Decorating Piping Icing Bags Set - Large 16 Inch High Quality and Easy to Grip - For Baking Supplies - by Auntie Sue Bakeware,PASTRY BAG - 100 PIECES - Disposable Cake / Cupcake Decorating Piping Icing Bags Set - Large 16 Inch High Quality and Easy to Grip - For Baking Supplies - by Auntie Sue Bakeware,5,0.09999999991614096,10.49999998929,,,,,,,,,,,,,,,,
00095,5,B001MKR4Y2,0.49999999949,17.399999982252,"Johnson Rose Wooden Spoon, 18 Inch Long - 1 Each","Johnson Rose Wooden Spoon, 18 Inch Long - 1 Each",1,0.09999999991614096,1.599999998368,B01ESRWRUG,0.49999999949,16.99999998266,PASTRY BAG - 100 PIECES - Disposable Cake / Cupcake Decorating Piping Icing Bags Set - Large 16 Inch High Quality and Easy to Grip - For Baking Supplies - by Auntie Sue Bakeware,PASTRY BAG - 100 PIECES - Disposable Cake / Cupcake Decorating Piping Icing Bags Set - Large 16 Inch High Quality and Easy to Grip - For Baking Supplies - by Auntie Sue Bakeware,4,0.09999999991614096,10.49999998929,,,,,,,,,,,,,,,,
00098,3,B00597CQHE,0.199999999796,4.099999995818,"100pcs 4"" Metallic Gold Twist Ties","100pcs 4"" Metallic Gold Twist Ties",1,0.022046001186074866,2.299999997654,B00A7TIW5O,3.49999999643,11.399999988372,"Dickies Women's Gen Flex Fit Contrast Stitch Cargo Pant, Khaki, XX-Large","Dickies Women's Gen Flex Fit Contrast Stitch Cargo Pant, Khaki, XX-Large",1,0.85,7.699999992146,B01FVPOWD4,3.2999999932679995,11.699999976132,Leather Toiletry Bag travel compact men women sale Leather Dopp Kit Travel Kit Small (Moss Green),Leather Toiletry Bag travel compact men women sale Leather Dopp Kit Travel Kit Small (Moss Green),1,0.6999999994129864,4.399999991024002,,,,,,,,
00099,4,B004U5615E,3.6999999962260004,8.799999991024002,Generic AC Power 100-127V AC Adapter For Xbox 360 Slim,Generic AC Power 100-127V AC Adapter For Xbox 360 Slim,1,1.4,3.899999996022,B00597CQHE,0.199999999796,4.099999995818,"100pcs 4"" Metallic Gold Twist Ties","100pcs 4"" Metallic Gold Twist Ties",1,0.022046001186074866,2.299999997654,B00A7TIW5O,3.49999999643,11.399999988372,"Dickies Women's Gen Flex Fit Contrast Stitch Cargo Pant, Khaki, XX-Large","Dickies Women's Gen Flex Fit Contrast Stitch Cargo Pant, Khaki, XX-Large",1,0.85,7.699999992146,B01FVPOWD4,3.2999999932679995,11.699999976132,Leather Toiletry Bag travel compact men women sale Leather Dopp Kit Travel Kit Small (Moss Green),Leather Toiletry Bag travel compact men women sale Leather Dopp Kit Travel Kit Small (Moss Green),1,0.6999999994129864,4.399999991024002
00103,6,B000K048US,3.199999996736,9.799999990004,ACDelco 15756874 GM Original Equipment Rear Radio Speaker,ACDelco 15756874 GM Original Equipment Rear Radio Speaker,1,1.1,6.299999993574,B00FFJ5WAO,0.6999999992859999,9.49999999031,"Goody - Ouchless Cushion Brush, Gel Handle, Comfort Flex","Goody - Ouchless Cushion Brush, Gel Handle, Comfort Flex",1,0.3499999999999999,2.899999997042,B00IN4S28M,1.99999999796,9.799999990004002,Sky Rocket Prank Star Poo Dough,Sky Rocket Prank Star Poo Dough,2,0.6999999994129864,5.799999994084,B015FQ8456,1.0,7.0,Codream&reg; Mountain Biking Gloves with LED Light Bicycle Cycling Riding Half Finger Cycling Gloves Anti-slip Work Gloves (Size M),Codream&reg; Mountain Biking Gloves with LED Light Bicycle Cycling Riding Half Finger Cycling Gloves Anti-slip Work Gloves (Size M),2,0.0,4.0
00104,4,B00FFJ5WAO,0.6999999992859999,9.49999999031,"Goody - Ouchless Cushion Brush, Gel Handle, Comfort Flex","Goody - Ouchless Cushion Brush, Gel Handle, Comfort Flex",1,0.3499999999999999,2.899999997042,B00IN4S28M,1.99999999796,9.799999990004002,Sky Rocket Prank Star Poo Dough,Sky Rocket Prank Star Poo Dough,2,0.6999999994129864,5.799999994084,B015FQ8456,1.0,7.0,Codream&reg; Mountain Biking Gloves with LED Light Bicycle Cycling Riding Half Finger Cycling Gloves Anti-slip Work Gloves (Size M),Codream&reg; Mountain Biking Gloves with LED Light Bicycle Cycling Riding Half Finger Cycling Gloves Anti-slip Work Gloves (Size M),1,0.0,4.0,,,,,,,,
00115,2,B000W43GZA,3.599999996328,14.49999998521,"Classic Accessories 70952 Veranda Patio Rocking Chair Cover, Medium","Classic Accessories 70952 Veranda Patio Rocking Chair Cover, Medium",2,3.9,9.099999990718,,,,,,,,,,,,,,,,,,,,,,,,
00117,5,B004Q0PN0W,0.599999999388,14.599999985108,"MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)","MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)",4,0.022046001186074866,4.399999995512001,B01E670AOS,4.9999999949,14.9999999847,Ironwork Kitchen Paper Towel Roll Holder Horse Charlie,Ironwork Kitchen Paper Towel Roll Holder Horse Charlie,1,1.9999999983228187,4.9999999949,,,,,,,,,,,,,,,,
00118,4,B004Q0PN0W,0.599999999388,14.599999985108,"MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)","MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)",3,0.022046001186074866,4.399999995512001,B01E670AOS,4.9999999949,14.9999999847,Ironwork Kitchen Paper Towel Roll Holder Horse Charlie,Ironwork Kitchen Paper Towel Roll Holder Horse Charlie,1,1.9999999983228187,4.9999999949,,,,,,,,,,,,,,,,
00119,6,B004Q0PN0W,0.599999999388,14.599999985108,"MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)","MTD Genuine Parts 21"" Drive Belt for Walk-Behind Mowers & Snow Throwers (fits 2010 & after)",3,0.022046001186074866,4.399999995512001,B00NJ008MI,1.799999998164,12.399999987352,FRAM CA11500 Rigid Panel Air Filter,FRAM CA11500 Rigid Panel Air Filter,2,0.75,10.699999989085999,B01E670AOS,4.9999999949,14.9999999847,Ironwork Kitchen Paper Towel Roll Holder Horse Charlie,Ironwork Kitchen Paper Towel Roll Holder Horse Charlie,1,1.9999999983228187,4.9999999949,,,,,,,,
00127,3,B00LL56RNC,1.299999998674,6.699999993166,"Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory, 20-Pack","20-Pack Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory,",1,0.022046001186074866,6.49999999337,B015QZMWR2,1.968503935,10.629921249,"WWE Basic Figure, Hideo Itami","WWE Basic Figure, Hideo Itami",1,0.3086440163462221,5.905511805,B01A0BBF8O,3.899999996022,8.799999991024002,Premium 7 Piece Portion Control Container Kit with Free Protein Shaker,Premium 7 Piece Portion Control Container Kit with Free Protein Shaker,1,0.6499999994549162,7.099999992758,,,,,,,,
00128,4,B00LL56RNC,1.299999998674,6.699999993166,"Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory, 20-Pack","20-Pack Entertaining with Caspari 12240L Deyrolle Butterflies Napkin Luncheon, Ivory,",1,0.022046001186074866,6.49999999337,B015QZMWR2,1.968503935,10.629921249,"WWE Basic Figure, Hideo Itami","WWE Basic Figure, Hideo Itami",1,0.3086440163462221,5.905511805,B01A0BBF8O,3.899999996022,8.799999991024002,Premium 7 Piece Portion Control Container Kit with Free Protein Shaker,Premium 7 Piece Portion Control Container Kit with Free Protein Shaker,1,0.6499999994549162,7.099999992758,B01F3ZNI2S,4.199999995716,10.599999989188,Stainless Steel Tumbler 30 oz with BPA FREE Splash Proof Sliding Lid - Premium Quality Double Wall Vacuum Insulated Large Coffee Mug / Travel Mug Design for Hot & Cold Drinks + FREE Recipe eBook Gift,Stainless Steel Tumbler 30 oz with BPA FREE Splash Proof Sliding Lid - Premium Quality Double Wall Vacuum Insulated Large Coffee Mug / Travel Mug Design for Hot & Cold Drinks + FREE Recipe eBook Gift,1,1.6999999985743957,8.49999999133
00154,2,B007XE5LTG,3.399999996532,10.399999989392,Autel AL519 AutoLink Enhanced OBD ll Scan Tool with Mode 6,Autel AL519 AutoLink Enhanced OBD ll Scan Tool with Mode 6,1,2.09999999823896,7.49999999235,B0183J2U20,1.3999999985719997,8.899999990922,Valdler Natural Berries Reeds Flower Crown with Adjustable Ribbon for Wedding Festivals Champagne,Valdler Natural Berries Reeds Flower Crown with Adjustable Ribbon for Wedding Festivals Champagne,1,0.022046001167587297,6.399999993472,,,,,,,,,,,,,,,,
00155,5,B007XE5LTG,3.399999996532,10.399999989392,Autel AL519 AutoLink Enhanced OBD ll Scan Tool with Mode 6,Autel AL519 AutoLink Enhanced OBD ll Scan Tool with Mode 6,1,2.09999999823896,7.49999999235,B0183J2U20,1.3999999985719997,8.899999990922,Valdler Natural Berries Reeds Flower Crown with Adjustable Ribbon for Wedding Festivals Champagne,Valdler Natural Berries Reeds Flower Crown with Adjustable Ribbon for Wedding Festivals Champagne,1,0.022046001167587297,6.399999993472,B01E7REHWS,1.299999998674,7.699999992146,3 Dozen (36) OUTER Space Themed Pencils - CLASSROOM - Party Favors - Doctor/DENTIST Treats TEACHER Solar System - SCIENCE,3 Dozen (36) OUTER Space Themed Pencils - CLASSROOM - Party Favors - Doctor/DENTIST Treats TEACHER Solar System - SCIENCE,3,0.09999999991614096,3.99999999592,,,,,,,,
00159,3,B00CDJJZV6,7.899999991942001,12.299999987454,Creative A250 2.1 Multimedia Speaker System,Creative A250 2.1 Multimedia Speaker System,1,5.95,8.299999991534,B01BSGKJZK,2.299999997654,12.99999998674,Barbie Heart Hands Nikki Doll,Barbie Heart Hands Nikki Doll,1,0.4499999996226343,5.49999999439,B01C6MG0CQ,2.0,12.0,Forest Lookout Puzzle By Hiroo Isono - 1000 Pieces by Great American Puzzle Factory,Forest Lookout Puzzle By Hiroo Isono - 1000 Pieces by Great American Puzzle Factory,1,0.0,12.0,,,,,,,,
00160,2,B01BSGKJZK,2.299999997654,12.99999998674,Barbie Heart Hands Nikki Doll,Barbie Heart Hands Nikki Doll,1,0.4499999996226343,5.49999999439,B01C6MG0CQ,2.0,12.0,Forest Lookout Puzzle By Hiroo Isono - 1000 Pieces by Great American Puzzle Factory,Forest Lookout Puzzle By Hiroo Isono - 1000 Pieces by Great American Puzzle Factory,1,0.0,12.0,,,,,,,,,,,,,,,,
00161,6,B002SB8LLE,3.99999999592,11.699999988066,Proctor-Silex Sandwich Maker white,Proctor-Silex Sandwich Maker white,1,3.2899999972410368,9.299999990514001,B011XM4GJO,0.49999999949,7.49999999235,"iPhone 6S Case,iPhone 6 Case,[4.7inch] by Ailun,Injected&Sealed Bumper,Ultra Transparency,Shock-Absorption,Anti-Scratch&Fingerprints Back Cover,Siania Retail Package[Mint Green]","iPhone 6S Case,iPhone 6 Case,[4.7inch] by Ailun,Injected&Sealed Bumper,Ultra Transparency,Shock-Absorption,Anti-Scratch&Fingerprints Back Cover,Siania Retail Package[Mint Green]",4,0.4999999995807047,4.49999999541,B013OVOO6M,1.699999998266,10.099999989698,Lumsing 5 ports USB charger: With Intelligent Control Chipset for Smartphones Tablets(Black),Lumsing 5 ports USB charger: With Intelligent Control Chipset for Smartphones Tablets(Black),1,0.8499999992871979,4.9999999949,,,,,,,,
00162,7,B000CHKIVW,2.199999997756,16.49999998317,Gates 22902 Upper Radiator Hose,Gates 22902 Upper Radiator Hose,1,0.95,11.399999988372,B002SB8LLE,3.99999999592,11.699999988066,Proctor-Silex Sandwich Maker white,Proctor-Silex Sandwich Maker white,1,3.2899999972410368,9.299999990514001,B011XM4GJO,0.49999999949,7.49999999235,"iPhone 6S Case,iPhone 6 Case,[4.7inch] by Ailun,Injected&Sealed Bumper,Ultra Transparency,Shock-Absorption,Anti-Scratch&Fingerprints Back Cover,Siania Retail Package[Mint Green]","iPhone 6S Case,iPhone 6 Case,[4.7inch] by Ailun,Injected&Sealed Bumper,Ultra Transparency,Shock-Absorption,Anti-Scratch&Fingerprints Back Cover,Siania Retail Package[Mint Green]",4,0.4999999995807047,4.49999999541,B013OVOO6M,1.699999998266,10.099999989698,Lumsing 5 ports USB charger: With Intelligent Control Chipset for Smartphones Tablets(Black),Lumsing 5 ports USB charger: With Intelligent Control Chipset for Smartphones Tablets(Black),1,0.8499999992871979,4.9999999949
00163,6,B000CHKIVW,2.199999997756,16.49999998317,Gates 22902 Upper Radiator Hose,Gates 22902 Upper Radiator Hose,1,0.95,11.399999988372,B002SB8LLE,3.99999999592,11.699999988066,Proctor-Silex Sandwich Maker white,Proctor-Silex Sandwich Maker white,1,3.2899999972410368,9.299999990514001,B011XM4GJO,0.49999999949,7.49999999235,"iPhone 6S Case,iPhone 6 Case,[4.7inch] by Ailun,Injected&Sealed Bumper,Ultra Transparency,Shock-Absorption,Anti-Scratch&Fingerprints Back Cover,Siania Retail Package[Mint Green]","iPhone 6S Case,iPhone 6 Case,[4.7inch] by Ailun,Injected&Sealed Bumper,Ultra Transparency,Shock-Absorption,Anti-Scratch&Fingerprints Back Cover,Siania Retail Package[Mint Green]",4,0.4999999995807047,4.49999999541,,,,,,,,
00164,3,0756628652,0.99999999898,11.899999987862,The Human Body Book (Book & DVD),The Human Body Book (Book & DVD),1,3.65,10.199999989596,B01D2OY3ZI,5.299999994594,17.399999982252,"kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size","kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size",2,1.8999999984066773,13.599999986128,,,,,,,,,,,,,,,,
00165,4,0756628652,0.99999999898,11.899999987862,The Human Body Book (Book & DVD),The Human Body Book (Book & DVD),1,3.65,10.199999989596,B00HM2KVPS,7.99999999184,11.749999988015,"Legacy HFZG575YW Flexzilla 5/8"" x 75' Hybrid Garden Hose with 3/4"" GHT Ends (Drinking Water Safe)","Legacy HFZG575YW Flexzilla 5/8"" x 75' Hybrid Garden Hose with 3/4"" GHT Ends (Drinking Water Safe)",1,11.35,11.749999988015,B01D2OY3ZI,5.299999994594,17.399999982252,"kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size","kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size",2,1.8999999984066773,13.599999986128,,,,,,,,
00166,3,0756628652,0.99999999898,11.899999987862,The Human Body Book (Book & DVD),The Human Body Book (Book & DVD),1,3.65,10.199999989596,B01D2OY3ZI,5.299999994594,17.399999982252,"kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size","kate spade new york Cedar Street Daisy Mini Harmony Tote Bag, Multi, One Size",2,1.8999999984066773,13.599999986128,,,,,,,,,,,,,,,,
00174,6,B000936QEM,2.299999997654,13.599999986128,"Klein Tools 54437 12-Compartment Storage Box, Mid-Size","Klein Tools 54437 12-Compartment Storage Box, Mid-Size",1,3.55,9.49999999031,B0014R91V2,2.5196850368,13.385826758,"InterDesign Axis Vertical Closet Organizer Rack for Ties, Belts - Chrome","InterDesign Axis Vertical Closet Organizer Rack for Ties, Belts - Chrome",3,0.84,6.1417322772,B0016AZGM0,3.299999996634,15.99999998368,"Starwest Botanicals Organic Calendula Flowers Whole, 1 Pound","Starwest Botanicals Organic Calendula Flowers Whole, 1 Pound",1,1.04999999911948,10.99999998878,B002BUKCNW,4.899999995002001,9.49999999031,Pool Filter Replaces Unicel Filter Cartridge for Swimming Pool and Spa,Pool Filter Replaces Unicel Filter Cartridge for Swimming Pool and Spa,1,0.9499999992033387,4.9999999949
00175,5,B000936QEM,2.299999997654,13.599999986128,"Klein Tools 54437 12-Compartment Storage Box, Mid-Size","Klein Tools 54437 12-Compartment Storage Box, Mid-Size",1,3.55,9.49999999031,B0014R91V2,2.5196850368,13.385826758,"InterDesign Axis Vertical Closet Organizer Rack for Ties, Belts - Chrome","InterDesign Axis Vertical Closet Organizer Rack for Ties, Belts - Chrome",3,0.84,6.1417322772,B0016AZGM0,3.299999996634,15.99999998368,"Starwest Botanicals Organic Calendula Flowers Whole, 1 Pound","Starwest Botanicals Organic Calendula Flowers Whole, 1 Pound",1,1.04999999911948,10.99999998878,,,,,,,,
00176,4,B0014R91V2,2.5196850368,13.385826758,"InterDesign Axis Vertical Closet Organizer Rack for Ties, Belts - Chrome","InterDesign Axis Vertical Closet Organizer Rack for Ties, Belts - Chrome",3,0.84,6.1417322772,B0016AZGM0,3.299999996634,15.99999998368,"Starwest Botanicals Organic Calendula Flowers Whole, 1 Pound","Starwest Botanicals Organic Calendula Flowers Whole, 1 Pound",1,1.04999999911948,10.99999998878,,,,,,,,,,,,,,,,
00249,2,B008BH4IZM,5.099999994798,10.599999989188,"Marathon 11x4.00-5"" Flat Free Tire on Wheel, 5"" Centered Hub, 5/8"" Bearings","Marathon 11x4.00-5"" Flat Free Tire on Wheel, 5"" Centered Hub, 5/8"" Bearings",1,5.7,10.299999989494001,B00INV51ZM,4.299999995614,12.199999987556,Plastic Ice Bags 10 Lb. With Draw String Closure - Pack of 100,Pack of 100 Plastic Ice Bags 10 Lb. With Draw String Closure -,1,2.7,4.49999999541,,,,,,,,,,,,,,,,
00250,3,B008BH4IZM,5.099999994798,10.599999989188,"Marathon 11x4.00-5"" Flat Free Tire on Wheel, 5"" Centered Hub, 5/8"" Bearings","Marathon 11x4.00-5"" Flat Free Tire on Wheel, 5"" Centered Hub, 5/8"" Bearings",1,5.7,10.299999989494001,B00ECV5MR4,5.799999994084,11.99999998776,Baby Alive Luv n Snuggle Baby Doll African American with blanket,Baby Alive Luv n Snuggle Baby Doll African American with blanket,1,1.1,7.099999992758,B00IHMVJ1M,2.1999999977560005,8.899999990922,"Aura Cacia 2.5 Oz Mineral Bath Packet, All 13 scents Variety Pack","Aura Cacia 2.5 Oz Mineral Bath Packet, All 13 scents Variety Pack",1,2.3,5.49999999439,,,,,,,,
